your_column,number_of_rooms,district
-1.4056480926320276,1,B
-0.42407773167786944,1,A
2.690749957345589,3,C
0.4051871270619899,2,C
0.9308710139345441,3,A
2.302612344958054,3,B
-1.34191727636613,3,C
1.5480044355037128,2,B
0.6950329703800987,1,B
1.9690072838431187,1,C
1.4735537366929892,3,A
1.945498664491119,1,A
0.33280916458120247,2,A
-0.9528839144832809,3,A
-0.9741053830351162,3,C
0.2006749675728848,3,A
-1.5722644631203986,2,A
-1.48588226909042,3,B
1.088764116844957,1,C
0.37071000730155923,1,B
0.9450654956514454,1,A
-1.1301837430177237,2,B
0.026636917464172873,3,A
1.0919630470404404,3,A
1.1129174819221292,2,C
0.18999110671288816,2,A
2.0172405773856292,3,C
0.2432702778346212,1,B
-0.8874252677223647,2,B
0.5271770789227138,2,A
-0.20626062352619762,3,A
-0.7620940993198297,2,A
-0.5435528908305611,2,B
0.1088002499651985,2,C
0.3159038930529261,1,B
0.38118078973322544,2,B
-0.11245788261289102,1,A
-1.728186981321409,1,B
-0.33544361215735236,2,A
-0.520464289897331,1,A
-1.3268905527762547,1,A
0.7677299470050462,1,A
0.780240756037421,3,A
-0.4338467373326553,3,C
-1.2147569638179805,3,B
-0.4335408212972209,1,C
1.2653709676170655,3,A
0.4063493149600118,3,C
0.4879398718306125,2,A
0.8604374021195722,2,A
0.21735225724814725,2,B
-0.46687157180841526,1,A
-0.01029832203472393,3,C
0.5053154824924961,1,C
0.3919509514266611,3,B
-0.7931385367605871,1,A
-1.0227988078604815,3,C
-0.7220856287776155,2,B
0.5485204014473989,1,B
-1.2918592246633895,2,A
2.2545162891262396,2,B
0.624406909496894,2,B
0.11016049107122346,3,A
0.8083802863853744,1,C
-0.182591283143528,1,A
-0.6270576436365576,1,C
0.06234450062018581,1,A
1.660479738607315,2,A
-0.4331523934833264,2,A
0.957881131593227,1,B
0.48569478361729124,1,B
0.32606322131578563,3,A
-0.08328555624093707,3,B
-1.3404134198325566,3,B
0.9363388883359821,2,A
1.444426657998041,3,B
0.06671143026171787,3,C
-0.30398706282759785,2,C
-0.5583424882522187,3,C
0.638964570825546,1,B
-0.1743417405053712,1,C
-0.7853747207341839,3,B
-1.4047160400836431,1,A
0.4257115956153861,2,B
-1.0451450409218452,1,A
-0.43654444375663054,2,A
-0.023857642721822305,3,B
-0.3863330323004944,2,C
1.0989593418170502,1,A
0.15559452263965606,2,B
-1.1692943626409769,2,A
2.8918003885690267,2,C
-1.8043383910594586,3,B
1.9575299842983516,1,C
0.8759371921371719,3,A
-1.8873390708112512,3,B
-0.1422490824492574,1,A
-0.7961203013726063,3,A
-0.40777749729777174,2,A
-1.2097708031363323,2,A
-0.4736625436319493,1,B
-1.096765821524002,3,A
-0.8787480563913583,3,A
-0.0686111269618671,3,B
1.4698424966320291,3,C
1.4992166307808916,3,B
0.43923641451131423,3,A
-0.9483592864178345,3,A
0.7784929788447448,1,B
2.1500057402223836,3,B
-1.2707693442876795,1,C
-0.013284892872270325,3,A
-2.463315731130215,1,C
0.24874653878441988,3,A
1.799340862519076,1,C
1.8462532328754466,2,B
0.2807289335949926,3,B
0.6922969679898807,2,B
-0.9773766708178732,3,A
-0.9493898277142723,3,A
1.0660596493202579,3,B
-1.535175032495025,1,C
0.94597658393086,1,B
-0.2593354586322583,1,B
-0.06882009501724837,3,B
1.672747277209338,2,B
-0.4227927167708653,2,C
-0.9081030147027247,3,C
-1.1986511388234724,2,B
1.939069674510442,3,C
0.7994304592743294,3,B
0.23086759859760583,3,C
-0.34742767303339206,3,C
0.7130963595127072,2,B
0.2609245379205503,3,B
0.25733389974404464,1,A
-0.45077902837179035,2,C
1.6293039371849918,1,A
-1.1802401451985984,2,A
-1.2679894579538966,1,B
-0.3977413152047571,3,B
-0.449930021217244,1,C
-1.894760683711948,1,A
0.4340702177294781,1,B
0.4599927106041399,3,C
-1.2084822011184355,2,B
-0.516791600134205,3,C
1.0358448100133062,1,B
-0.10630370307043285,2,A
0.34448804964896496,1,A
0.7741408940834348,1,C
0.08502137719802713,2,A
1.5568336284786262,2,C
-1.4943675124418048,2,A
-0.33703944628315413,1,B
-1.8944786083321943,3,C
1.0063349814446858,3,A
0.43043736765951746,1,C
1.6802741659537885,2,C
-1.3995377649838767,3,C
-1.3727518715561828,2,C
-1.6513977752828408,1,A
-0.07144919649904424,3,A
-0.009587069376158148,3,A
-1.4390780655368052,2,A
-0.037181455417043596,3,B
-0.05218395476473282,3,A
1.6266500031554652,1,C
0.8705742442157989,1,B
-0.2731356525101765,1,B
0.7508935520639635,2,A
3.202789809598424,2,A
-0.06633261323569986,2,A
-0.9646615822859274,2,C
-1.7269125129212972,2,C
-0.20201431686994586,2,B
-0.9752474078187348,3,B
1.2758128417243086,3,C
0.9902632504545326,3,B
0.6286098732358921,2,C
0.8100686092867005,1,B
1.0491351635437343,3,C
-0.2579197109691103,2,C
-1.2733891140969589,1,B
-1.6628707108654035,2,B
1.6905474927680766,1,B
-0.8661717898107375,3,B
-0.7692335082720316,1,B
0.5697732030431172,3,C
1.666113481163173,3,B
-1.723733456581442,1,A
-1.07948081942953,1,A
-1.1849207172313214,3,C
-1.418738665617747,2,A
1.0556629347424487,3,C
-1.6290496031486499,1,C
0.32021026651214,3,B
0.4089953466444724,2,A
0.5878233904108529,3,C
-0.40504996846712504,1,A
0.7581594095342128,1,A
-0.271730258958521,3,B
-0.9284932648771987,2,A
0.013894119047788285,3,C
-0.6236694523680154,3,A
0.5780053449957743,2,B
0.8576428217440234,2,C
-0.61995908091009,2,B
-0.18926263929328352,2,B
0.28155356915664387,2,B
-1.4926131347610823,1,C
0.48593773409438445,2,B
0.4198429308292011,3,B
-2.3012706300035513,3,A
0.3808563454059841,3,C
-0.2394795427478635,3,C
1.3698659018621366,2,C
-0.1701904960440912,1,C
1.4222416831496287,3,C
0.8982635067456769,3,C
0.655469722005923,2,A
0.8194808534018653,3,A
0.5421139980852866,2,B
0.014217893795152951,2,B
-0.5099451908519211,2,B
-0.7105656205346901,2,A
-1.082769918214909,3,C
-0.11109756531868745,2,B
1.684366891846537,1,C
-0.4695082420399296,1,A
0.7189070181429704,2,C
-1.053191217144775,2,C
1.0087037430876002,1,B
0.6116447706770891,1,C
-0.9996684871704966,3,A
0.1841935448338133,1,A
0.6831562961171539,3,B
-0.5888271571200063,1,B
0.01995888562381089,1,A
0.48840064567711616,1,A
-0.26755207184850327,3,B
0.9757527067203632,2,B
-1.7410743860544604,3,C
-0.5040836592182477,2,B
-0.001879626838788615,3,A
-0.6251239852225701,2,C
0.20371370877889974,1,B
0.7579930177724762,2,A
1.0455762856989452,3,A
0.049022678244886826,1,C
-0.06370987975407759,1,B
-0.9497164936030469,2,C
-0.8098075425606113,1,C
-0.21480493287234037,1,C
-0.10814939436770486,3,B
0.43928383452115277,1,C
1.1115589711777791,2,A
0.7965068202387194,3,A
1.9518924873162609,1,C
-2.065830390955794,2,A
-0.04035918254212636,3,A
0.40409037428413136,3,B
-0.7727537011974118,2,C
-1.9124506987079108,1,A
-1.141900876636386,3,A
0.30077392145947573,1,A
-0.506750445610278,3,C
-0.19898102902540285,2,A
0.5126816084095949,2,B
-2.184023649738614,1,C
0.4864489010942931,1,C
1.9666833311371283,1,C
-0.5629503053948778,3,C
-1.1717470575398679,2,B
-0.7110001384575387,2,B
-2.3165608280423515,2,A
1.4308000485261114,2,C
0.15735275477649383,1,B
-1.6121472942751318,3,C
0.778543318242157,1,B
0.7575097256890009,2,A
-1.294208656409035,3,A
-1.7742750127123152,2,B
-0.46212805506165017,3,A
0.9082831661624968,2,C
0.4882838698282549,3,B
-0.24575800552153512,1,B
0.002403076219099505,3,B
-0.1598085607712466,1,C
-1.2891648316592677,2,B
0.17274858142865657,1,B
-0.3377133385536355,2,C
1.1735652322740509,3,C
-0.04491514357313735,1,C
0.26492007915392574,1,A
0.1147454922498163,1,A
0.33429835198818897,1,A
-0.5442620613284026,2,C
0.6558386698557394,2,A
0.7091396528234964,1,B
-0.22135809912263354,3,B
-1.2542027002161948,1,C
-0.15247952701199516,3,C
0.775528079262131,1,A
-0.22470067226734328,3,B
0.1806789274025869,2,B
-1.546011924772332,1,C
-1.3017156529578897,3,C
0.43253211116060347,3,A
-0.503841925365647,1,A
0.8696822976940709,1,A
-0.25848588769053427,3,A
-0.007311364358277185,1,A
-1.045477354633125,1,A
1.138901429366032,2,A
0.3941710206465455,2,B
-0.28274573272530096,3,C
0.6284269572104904,1,B
0.5035856776760783,1,C
0.13458034372935934,2,B
0.2774112343717776,2,A
-1.0801247821392037,1,B
-0.8121052286846518,3,B
2.1941036675743057,3,A
0.2615576795665472,3,A
0.6610034449576124,3,C
-0.8874598887733418,2,B
-0.4520480346497059,1,A
-0.061862700449597414,2,A
0.7063942996012901,1,C
-1.9022894711509686,2,B
-1.0604263937867329,1,B
0.6590754756350699,3,C
1.0714936106599258,3,A
-0.6422573558275235,3,C
0.4420011146834387,2,A
-0.45894854620914644,3,C
-0.431132362141569,3,B
1.9145433826275546,2,B
-0.4200328686479142,3,C
-0.8444430662781321,3,C
-2.224790901134354,2,C
-0.06434766506458917,1,A
-0.07877237661310084,2,C
1.0293853456927144,1,A
0.27106675914492284,2,C
-0.41526430182444085,3,A
0.21323656411059771,1,C
0.24765767520117304,1,B
1.3739940535446222,3,C
0.9546692515115937,1,C
-0.4604823916546047,2,B
-0.3215302081360237,1,C
0.9597390733288095,2,B
-1.643571823771907,1,A
-1.936011377199861,3,B
0.0754045697482162,1,A
1.012118370722802,2,B
-0.023136381883020814,1,C
0.5200077746644571,1,A
-1.9648607948081631,2,C
-0.700553182315028,1,C
0.004965896224321949,2,A
-0.9306154017338644,2,A
1.7393655345989365,2,C
-0.29822958721137227,2,B
1.4108932696562928,1,B
-1.1317064770160898,2,C
-0.16592595080483663,2,C
1.3189436601168014,2,B
-1.0772196183881027,2,A
-0.4452970347938283,1,C
-0.7535441671110192,3,B
0.8137414796606764,1,B
0.047665018540012614,1,A
-1.9623789377333447,1,B
-1.2547900579571927,3,C
1.2423364825956091,3,C
-0.8088968980649027,3,C
-1.1813123191001371,1,B
0.10548198045840802,2,C
-0.45678881876145444,2,B
0.2903482452170898,2,C
-0.5461788714521745,2,A
-0.1404053757022523,2,B
-0.1090925002939686,1,A
0.07569368591461349,1,A
1.779094202628674,1,C
-0.6616000326707047,1,B
-0.3464721967989449,1,A
-1.0165989481121356,3,B
1.2028217819444447,1,C
-0.6517692380866479,1,C
-1.5737175437391073,3,C
0.40618838268209667,1,C
0.8178419563204918,3,C
0.39944882684046207,1,B
-1.4390034519272215,2,A
1.036207875336595,2,A
0.3883659105469429,3,C
-1.386006329760008,1,C
0.6460647903265,2,B
-0.5791222634994261,2,C
0.3960938942345345,2,C
0.5103839049101095,2,C
-1.5850431223140171,1,B
-1.2932107752661628,1,B
0.2106044475689783,3,B
-0.6008512308854254,1,C
2.277091823373937,1,A
-1.0598099399158831,3,B
0.4549786671870389,2,C
1.8966247965743552,1,B
1.8366686192872403,1,B
-0.05949446505606296,3,C
-0.5308825268212997,2,C
-0.2772947412601892,3,B
1.0309212028599903,3,C
-0.2334810905901436,2,C
0.6361335674540797,2,C
-1.6590691965938154,3,B
-0.18734475655784547,2,C
1.164093494494655,1,A
1.1348294219397548,3,A
-1.7772412444191863,3,B
-2.354877280086437,2,B
-1.0491077558347315,3,B
-0.5682547865400311,2,B
-0.2871383127250099,2,A
0.917196562063116,3,C
-0.39634358287808985,2,B
-0.32847591686257793,1,C
1.0835715398187042,2,C
-1.8229242749049872,1,B
1.4045879782947066,2,C
1.4154980300369207,3,B
-0.49944916884041934,3,A
-0.6368578523337026,3,C
-0.06279197839643418,2,B
-0.2510741384189091,3,B
0.03915439623703322,1,B
1.5045537567769658,2,B
-0.07515472797090035,1,A
-0.019047586382381302,2,C
1.1934799280044182,1,C
-0.9259686226909172,1,C
-0.2192779634203212,1,B
-0.7033674616600736,1,C
-0.5510254721939697,2,A
-0.3345828171118249,1,B
-0.1311519437530533,3,C
0.7065074887481,2,B
-1.3193365602903597,3,C
0.5660563953923592,1,B
0.5968707947606147,2,B
-1.2247844270498764,1,A
0.9063377661875074,2,C
1.2676977257521076,2,C
-0.9834409074398253,3,C
-0.6722300980847321,2,A
-0.19257255761900458,3,A
-0.2019088626307486,3,C
0.11444997198848943,2,A
0.3977950493350752,1,B
0.555912842415074,3,A
-1.235714196837464,2,C
0.05703745801848688,2,C
-0.4088269427958715,1,B
2.2490509987529053,1,C
0.23629034747568226,1,C
0.9459649890090364,2,A
0.9128130748694702,3,A
2.2214629339632883,1,A
-0.09630038840873532,3,C
-0.09196449468544662,1,B
-1.1238175462506423,1,B
-1.0951598571851626,2,C
-0.7946921652783667,2,B
-0.28305730567335863,2,B
-0.4325715548491066,2,B
0.6392125117008515,2,A
1.859741262826315,3,C
-0.31241991860039153,3,B
-0.1430723367056949,1,A
-0.0881181720526762,3,C
-0.1645356702492781,3,B
-0.41019363855195123,3,A
0.4858045914625411,1,A
0.8030293022576223,2,A
-1.2934938811091354,1,C
-0.9146449887983855,2,B
1.042992827505338,1,C
1.3173867798410246,1,A
-1.2941307490831797,1,C
-0.9766732526911112,2,A
0.05380009174147186,1,A
-1.3067038023791788,1,B
0.48796403754222756,3,C
0.10513494422332903,1,C
0.5912970605705171,1,A
-0.3579664102374879,1,B
-1.0345504733466269,3,C
-0.40534533754297014,3,A
-1.6514734388118968,1,A
2.132419933313452,2,C
-1.109424452917724,3,A
-0.715971596490089,2,B
-1.922910796376387,3,A
-0.7354903089464583,3,A
1.3527886247282916,2,A
0.33892725384782785,1,A
0.27026458191728964,1,C
0.024781328365339333,1,B
0.7371919302049986,3,C
-0.25243229780523363,3,A
0.08211623510215763,3,A
1.6792186715415234,2,A
-0.6515409604341089,3,B
-0.3874844743344684,2,B
-0.41714999265251973,2,C
-1.3036830087683995,1,C
-0.07168850099191092,1,A
0.8517577348108164,1,B
0.6148977198739307,1,C
-0.8868456903861955,1,B
1.4262283154445885,1,B
0.9792216907967775,1,A
-0.5354251103146279,2,B
-1.922289137449006,1,C
0.8237339467006405,1,C
0.8121238862503101,2,C
0.5602592302740761,2,B
1.9261725332036115,3,B
0.7883644116009896,2,A
0.33880162534617075,2,C
1.1833676363114016,1,A
-1.0556778427909372,3,A
0.8540027664493212,2,B
0.46529595456912326,3,B
-1.1180572110653269,1,A
1.0247075195290332,1,C
-0.48366529112393575,1,A
-1.3978279686853676,1,C
1.078069398006474,3,C
-0.2193367883836688,2,A
0.49901069190632547,1,A
-0.5033838482982887,2,C
-0.6833842552678849,1,C
0.19326459955663938,2,C
-1.2222377957161703,3,A
-0.028809581036633863,3,A
0.541243209341262,1,B
-0.3636651494732113,3,B
0.7572515137222265,1,B
0.4972157396266687,2,B
-0.5022749672004113,3,B
-0.042473238346916097,2,B
-1.719042854305494,3,B
1.003723628595883,1,A
0.8504678496525365,3,A
1.34439333753738,3,A
0.02540082511925393,2,B
-0.1206545106032285,2,B
-1.3156579619260813,1,C
0.6922794962262927,2,C
0.36875791310629774,2,C
0.9863144905807073,1,C
0.25846963819799407,3,A
-0.34721223794719125,3,A
0.2894497745266186,1,B
-0.45249795117525016,2,C
0.6019854499873177,3,B
0.18005531143600517,2,C
-0.26412250772761514,1,C
-0.008296665719630827,1,C
-0.5676975562803024,2,B
0.7245953652125702,1,B
0.5948211915311952,3,C
-0.04533466491758597,1,B
0.41829425896463457,2,C
-1.8560360771931363,3,B
1.8134365145242506,2,A
-0.6951530255816414,3,B
0.7370635405715201,1,C
0.7025928825957735,2,C
1.106114690010986,1,A
-2.365885103996417,1,B
0.6365557271057177,1,C
0.3339148228262768,3,C
0.017773692463804586,2,A
-1.2645759835187715,3,A
-0.8112782663720582,1,C
-1.0093529514628756,2,A
-0.16033766416347162,2,A
1.0460921634541511,3,C
-0.6990713451950682,1,B
1.87512299505617,2,B
1.4991270840300823,1,C
0.22004692909455176,2,B
0.9280026978280536,1,C
-0.6871517146177515,2,C
-1.106846601523177,2,B
1.0407403614289734,1,A
0.4234010159961294,2,A
-0.726120561258871,3,C
0.87003671195897,3,B
-0.7455797489489849,1,B
-0.7023263662822893,3,A
0.4918066689969452,2,C
-1.9594717620996147,2,A
0.5770468311134412,3,C
-1.543749551047248,2,C
-0.2958178268751174,1,C
0.46523165356468404,3,A
0.17425510002169706,3,B
1.1542368883092917,2,A
2.3732520939402453,3,A
1.2505430819031154,2,B
0.6725401749147578,3,A
1.3360685395844156,3,A
-0.8427136693530078,1,B
0.4679784338982693,3,A
1.4313253578152287,1,A
-1.5598544578986875,1,B
-0.17264795135079655,2,A
-2.1528577884239986,1,A
0.9983577493320371,1,B
-1.0598820123055936,2,C
-0.14473623217057394,2,A
-0.05705618165439149,2,B
-0.2810146411656948,3,C
1.887999365146818,1,C
-0.6112923626988302,2,B
-0.27154538501469094,2,C
0.7777966489971067,2,B
-1.4859422904790014,3,A
-0.41281302802005165,3,B
0.21989259080025533,1,B
0.42008744779205204,1,B
0.8781945706968894,2,A
-0.48369545180700885,1,A
2.0235107450918814,2,C
0.5274361832925333,3,B
1.3799446030484765,3,C
1.4478173261790719,1,A
-0.2588339287949595,1,B
0.4237474094513779,3,B
-1.2572870452537912,2,B
-1.446859028493997,2,C
1.8959392383282625,3,A
0.1307346037072613,1,A
0.3824946769342221,3,C
1.4853790746801945,3,A
-1.278882658981224,3,B
-0.018220643255513435,3,C
-2.780798222298506,2,C
0.3553411386743773,1,C
-1.070320524539174,3,A
1.0194094123861535,2,A
0.9572022727683213,2,B
-0.1295744409975176,2,A
-1.020911445340468,1,A
0.6939531124607524,3,B
0.7969854855627805,1,A
-0.12802593718935631,3,C
0.5774161084091182,1,C
1.7332563658193403,3,C
-0.7913858733042386,2,C
-0.5241455916400855,3,C
-0.34944630195850135,1,C
0.09262395777669524,2,A
1.1085368631959318,2,C
0.17370378138896708,3,A
1.7020085511175613,1,C
0.14481775441993947,3,A
0.16758164607124115,3,C
1.1046711270471252,2,A
0.33163194217070413,3,C
-0.7950752686217025,2,A
0.5397979462494304,1,A
0.08169520788994325,1,C
0.4336691044859874,2,B
0.7323520504158019,2,B
-0.4112928290863955,3,B
1.2636432710218086,3,B
-2.1990790052831115,2,B
0.04256476715354108,2,A
-1.5905048630854557,2,B
0.15308034259994185,2,B
0.725477463061494,1,B
0.16791597409611617,3,C
-0.15285620011819548,3,C
-1.113738265782562,2,B
-0.644781358926351,1,B
2.06983107618667,1,C
1.7737240676213455,1,A
0.7023209974232236,1,A
1.2444983643696248,1,B
-0.4249118819467336,1,B
0.16009227356742614,1,B
-2.0657742324665116,3,B
-0.6619937016986588,1,A
0.6728405736775482,1,B
0.37306525564067383,1,A
-1.1495559428590518,2,A
0.7418803711526047,1,B
-0.90118185855757,3,C
0.6735037106176225,1,B
-0.7087199692357332,1,C
0.17885944374114998,2,C
-0.5888189897663625,1,B
-1.6383181004076637,3,C
1.4252697411565065,3,B
0.9562289184015764,2,B
-0.6460324004236423,1,B
0.11518978243629656,1,C
1.157700604242302,3,C
0.15008699465829364,1,A
-0.22880992133966924,2,B
0.16536687348423457,3,A
-0.9247775277741975,3,C
-0.2465560396132757,1,C
0.3331710113700066,1,A
-0.21693698340309844,3,B
0.894243850095108,2,B
0.024517045779276634,1,C
0.15635618848854896,2,B
-0.7684030899285169,2,B
0.33279530888353615,2,C
0.5039177177645288,2,C
-1.3430971970098027,2,C
-1.3742505374032241,2,B
-0.9052987150935528,1,B
-0.20557979373630586,2,A
-1.057848132021301,1,B
1.8499496916791063,2,A
-0.9551928714484068,3,A
-1.4401158731505639,2,B
-0.19388391530674534,1,B
2.340005447411088,3,C
-0.966612090181688,2,C
-0.003114072589810349,2,C
-0.8570651227646969,3,A
-0.13566452254912634,1,A
2.33519348102759,2,B
0.35610772238357963,3,B
-0.5537182180993332,2,C
-0.14648825543927818,1,C
0.06952445922033886,1,A
0.08111467099264821,2,A
-0.26484312109353164,3,B
0.4401814160305695,1,A
-0.7693018114768123,1,A
-0.2788286582690729,3,C
-1.0145532566892705,3,B
0.2715934724551686,2,A
0.2945377740795636,2,B
-1.0236958663602207,1,B
-1.5567202796704356,2,B
0.12692286825326024,2,B
-1.0133772176166103,3,A
0.3426650962223043,3,B
-1.647517065255587,1,B
0.01749398548648456,2,C
0.38968512157328156,3,C
0.9064977771052245,3,C
-0.6093626334868799,2,A
-0.39536602545085786,3,B
-0.4410599602683845,2,C
-0.1989012694854115,1,B
-0.8975496888769217,1,C
-1.0711177698586423,2,C
0.8127043290828811,3,A
-1.0927804995169907,3,C
-0.8645232443267264,2,B
0.7568121175397544,3,C
1.5122163473450692,2,A
0.7051339788237976,2,A
0.10211616924135664,3,B
-1.1299770774441371,1,C
-0.9123293746866719,1,A
0.12569015200958486,1,A
0.1256304107924677,1,C
-1.7690055791244446,2,B
-0.2990781144678388,2,B
0.17593642104087898,3,A
-0.47999880182471066,2,C
2.2259537120161035,3,A
0.7536209634224905,3,A
0.6706675989540567,1,C
0.9195511111095804,3,A
-0.2649782688102892,1,B
-0.42185165773033995,2,A
-1.5665460719192394,1,B
0.11638120959920932,3,C
-1.4466678155025516,2,C
0.4307549130496968,3,C
0.8018806034820367,2,C
-0.006358711377787374,2,C
-1.0074901247638401,1,B
2.1522050236816557,3,C
0.7465586116755202,2,B
1.5275997713435099,1,A
0.5673043127592299,1,B
-0.007426238016185855,2,B
-0.8957145333995994,1,C
-0.6318912757009042,1,C
-0.6880832469466087,1,C
0.3307725240187076,3,B
1.0016514495319857,1,C
-0.4526987059611386,3,A
-0.7106139377082898,3,B
-0.09291990463129524,3,A
1.2044438394399737,2,A
-0.28346837730316654,2,C
-1.0118870995798488,2,A
0.17328035156250862,3,A
1.918439092786344,1,C
0.4182492031807363,2,B
1.238403661610439,3,A
-1.076141858214259,1,B
-0.04249940748268065,1,C
0.4738224458268643,3,B
-0.818842834867028,3,A
-1.2563526818630923,3,A
-0.1320429108385649,1,B
-0.6699764490571299,3,B
1.7276133713292716,2,C
-0.16712986675360075,3,C
-0.39270543393633006,3,C
2.5778948316068453,3,B
1.328502589141579,3,A
-0.41873121826995174,1,B
-1.2895031921565245,2,B
1.2348328138565738,2,A
0.016108007677493964,1,A
0.22360155222253522,1,A
-0.17968521121391054,1,C
-0.2767092627047696,1,B
0.5726702000870602,3,B
0.7723202587089445,2,B
0.7645381259188821,3,A
-0.7546872074455314,3,A
-0.1748971229306147,2,C
0.0677474858187955,1,A
-0.09221236449722849,1,C
0.8315055581141624,2,C
-0.8273742500407689,1,C
-0.051036355958108015,3,A
-0.054114332755295126,2,B
-0.046127000346660264,1,A
0.5265931790480196,1,A
-1.992522597817955,3,C
-0.8200029939032983,2,C
-1.0331323852997254,1,A
1.4617491059174874,1,A
-2.193536722861813,1,A
1.0025978929138104,1,A
0.08074665468056752,2,B
2.0093464772641023,2,A
0.13510300718423998,2,A
0.44537072276013845,1,A
-0.15873659618392633,3,A
1.392980474975656,1,A
-0.26067246455662285,2,C
-0.4088065843708269,2,C
-0.9571207587930273,1,B
0.5742004988563658,3,A
-0.06224925119915724,2,C
-1.032179049591972,3,B
-1.391329142529078,3,B
0.6466281733751464,1,C
0.045053223034422954,2,B
-0.5514481426891565,3,A
1.9954977036615125,1,A
-1.093875602360432,2,B
-1.1645664545784395,3,A
1.1944263716438843,2,A
1.5370821813298445,1,A
0.5639315247530994,3,B
0.5162936194052692,3,B
-0.3033964950320697,2,B
0.09373701964081524,2,C
0.5928593610939499,3,A
0.3048785580236238,2,A
-1.398892984509029,2,C
2.3122306914117363,2,B
